Annotation	key	cell_class	removal_reason	num_cells_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Inh_Onecut3_Tbpl2	300-0-0-0-0-0-0-0-0-14-1-0-1-0-0	neuron		71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN	MY	IRN	NA	MY	IRN	VGLUT3_GLY
Inh_Onecut3_Srpx2	300-0-0-0-0-0-0-0-0-14-1-0-1-0-1	neuron		68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|PARN	MY	GRN	NA	MY	GRN	GLY
Inh_Onecut3_Ccdc192_2	300-0-0-0-0-0-0-0-0-14-1-0-1-1-0	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN	MY	GRN	NA	MY	GRN	GLY
Inh_Onecut3_Ccdc192_3	300-0-0-0-0-0-0-0-0-14-1-0-1-1-1	neuron		23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	PGRN	MY	PGRN	NA	MY	PGRN	GLY
Inh_Onecut3_Gpr174	300-0-0-0-0-0-0-0-0-14-1-1	neuron		114	0	0	0	0	0	0	0	0	0	0	18	0	0	MY	MY	1	GRN	GRN	0.888888888888889	MY	GRN	MY	GRN	18	MY	GRN	GLY
Inh_Prox1_Dcn_1	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-0-0-0-0-0	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Prox1_Dcn_2	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-0-0-0-0-1	neuron		34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Prox1_Dcn_3	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-0-0-0-1	neuron		28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Prox1_Dcn_4	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-0-0-1	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Cmtm8_1	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-0-1	neuron		41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Cmtm8_2	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-1-0-0	neuron		57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Cmtm8_3	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-1-0-1	neuron		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Cmtm8_4	300-0-0-0-0-0-0-0-0-15-0-0-0-0-0-1-1	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Slc12a7_1	300-0-0-0-0-0-0-0-0-15-0-0-0-0-1	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		GABA
Inh_Pax5_Slc12a7_2	300-0-0-0-0-0-0-0-0-15-0-0-0-1-0-0	neuron		37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Slc12a7_3	300-0-0-0-0-0-0-0-0-15-0-0-0-1-0-1	neuron		52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Slc38a11_1	300-0-0-0-0-0-0-0-0-15-0-0-0-1-1-0	neuron		67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		GABA
Inh_Pax5_Slc38a11_2	300-0-0-0-0-0-0-0-0-15-0-0-0-1-1-1	neuron		18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Asb4_1	300-0-0-0-0-0-0-0-0-15-0-0-1-0-0-0-0	neuron		109	0	0	0	0	0	0	0	0	71	1	0	1	0	MB	MB	0.972602739726027	PAG|MRN|MB	PAG	0.633802816901409	MB	MB|PAG|MRN	MB	MB	73	MB	PAG	GABA
Inh_Pax5_Asb4_2	300-0-0-0-0-0-0-0-0-15-0-0-1-0-0-0-1	neuron		58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Asb4_3	300-0-0-0-0-0-0-0-0-15-0-0-1-0-0-1	neuron		111	0	0	0	0	0	0	0	1	23	0	0	0	0	MB	MB	0.958333333333333	MRN|PAG|MB|RN|DR	MRN	0.260869565217391	MB	MRN|PAG|MB	MB	MRN	24	MB	MRN	GABA
Inh_Pax5_Asb4_4	300-0-0-0-0-0-0-0-0-15-0-0-1-0-1	neuron		67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG|MRN	MB	MB	NA	MB	MB	GABA
Inh_Pax5_Asb4_5	300-0-0-0-0-0-0-0-0-15-0-0-1-1	neuron		65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MB|MRN	MB	PAG	NA	MB	PAG	GABA
Inh_Foxa2_Ano1	300-0-0-0-0-0-0-0-0-15-0-1	neuron		155	0	0	0	0	0	0	0	0	18	0	0	0	0	MB	MB	1	MRN|RN	MRN	0.611111111111111	MB	MRN|PAG	MB	MRN	18	MB	MRN	GABA
Inh_Foxa2_Upp1_1	300-0-0-0-0-0-0-0-0-15-1-0-0	neuron		90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG|MB	MB	MRN	NA	MB	MRN	GABA
Inh_Foxa2_Upp1_2	300-0-0-0-0-0-0-0-0-15-1-0-1	neuron		55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|MRN|PAG	MB	MB	NA	MB	MB	GABA
Inh_Foxa2_Upp1_3	300-0-0-0-0-0-0-0-0-15-1-1	neuron		93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MB|MRN	MB	PAG	NA	MB	PAG	GABA
Inh_Foxa2_Upp1_4	300-0-0-0-0-0-0-0-0-15-1-2	neuron		32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	P		P		NA	P		GABA
Inh_Dmbx1_Tacr3	300-0-0-0-0-0-0-0-0-16-0-0	neuron		546	0	0	0	0	0	0	0	0	3	2	127	2	0	MY	MY	0.947761194029851	IRN|PARN|MDRN|NTS|PGRN|MY	IRN	0.377952755905512	MY	IRN	MY	IRN	134	MY	IRN	GLY
Inh_Dmbx1_Slc34a2_1	300-0-0-0-0-0-0-0-0-16-0-1-0-0-0-0-0	neuron		78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PARN	MY	IRN	NA	MY	IRN	GLY
Inh_Dmbx1_Slc34a2_2	300-0-0-0-0-0-0-0-0-16-0-1-0-0-0-0-1	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PARN	MY	IRN	NA	MY	IRN	GLY
Inh_Dmbx1_Slc34a2_3	300-0-0-0-0-0-0-0-0-16-0-1-0-0-0-1	neuron		35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	GLY
Inh_Pax8_Slc34a2	300-0-0-0-0-0-0-0-0-16-0-1-0-0-1	neuron		64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	PGRN	MY	PGRN	NA	MY	PGRN	GLY
Inh_Dmbx1_Wnt7b	300-0-0-0-0-0-0-0-0-16-0-1-0-1	neuron		46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	MY|PGRN	MY	MY	NA	MY	MY	GLY
Inh_Dmbx1_Fam83b	300-0-0-0-0-0-0-0-0-16-0-1-1-0-0	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|GRN|MDRN|PARN|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Dmbx1_Chst3	300-0-0-0-0-0-0-0-0-16-0-1-1-0-1	neuron		55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		GLY
Inh_Dmbx1_Adgrd1	300-0-0-0-0-0-0-0-0-16-0-1-1-1	neuron		52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	PGRN|IRN	MY	PGRN	NA	MY	PGRN	GLY
Inh_Dmbx1_Slitrk6_1	300-0-0-0-0-0-0-0-0-16-1-0-0-0	neuron		93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PARN	MY	IRN	NA	MY	IRN	GLY
Inh_Dmbx1_Slitrk6_2	300-0-0-0-0-0-0-0-0-16-1-0-0-1	neuron		74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN|SPVO|VNC	MY	GRN	NA	MY	GRN	GLY
Inh_Dmbx1_Ccdc3_1	300-0-0-0-0-0-0-0-0-16-1-0-1-0	neuron		73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PARN	MY	IRN	NA	MY	IRN	GLY
Inh_Dmbx1_Ccdc3_2	300-0-0-0-0-0-0-0-0-16-1-0-1-1	neuron		56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|GRN|SPVO	MY	IRN	NA	MY	IRN	GLY
Inh_Dmbx1_Irak3_1	300-0-0-0-0-0-0-0-0-16-1-1-0	neuron		60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN	MY	IRN	NA	MY	IRN	GLY
Inh_Dmbx1_Irak3_2	300-0-0-0-0-0-0-0-0-16-1-1-1	neuron		40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PARN	MY	IRN	NA	MY	IRN	GLY
Ex_Lhx9_C1ql4	300-0-0-0-0-0-0-0-0-17-0-0-0-0-0-0	neuron		202	0	0	0	0	0	0	0	2	79	138	28	5	0	P|MB	P	0.547619047619048	PB|P|PRNr	PB	0.507246376811594	MB		MB		252	P	PB	VGLUT2
Ex_Lhx9_Nps	300-0-0-0-0-0-0-0-0-17-0-0-0-0-0-1	neuron		21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB|HY|OLF		MB		NA	MB		VGLUT2
Ex_Lhx9_Runx1	300-0-0-0-0-0-0-0-0-17-0-0-0-0-1	neuron		158	0	0	0	0	0	0	0	1	48	20	3	0	0	MB|P	MB	0.666666666666667	CUN|MB	CUN	0.625	MB		MB		72	MB	CUN	VGLUT2
Ex_Lhx9_Moxd1	300-0-0-0-0-0-0-0-0-17-0-0-0-1-0	neuron		58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_Lhx9_6430628N08Rik	300-0-0-0-0-0-0-0-0-17-0-0-0-1-1	neuron		33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_Lhx9_Atp8b1_1	300-0-0-0-0-0-0-0-0-17-0-0-1-0-0-0-0	neuron		38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB|OLF		HY		NA	HY		VGLUT2
Ex_Lhx9_Atp8b1_2	300-0-0-0-0-0-0-0-0-17-0-0-1-0-0-0-1	neuron		45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB|HY		MB		NA	MB		VGLUT2
Ex_Lhx9_Atp8b1_3	300-0-0-0-0-0-0-0-0-17-0-0-1-0-0-1	neuron		39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB		HY		NA	HY		VGLUT2
Ex_Lhx9_Calcr	300-0-0-0-0-0-0-0-0-17-0-0-1-0-1-0	neuron		40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB		HY		NA	HY		VGLUT2
Ex_Lhx9_Cyp19a1	300-0-0-0-0-0-0-0-0-17-0-0-1-0-1-1	neuron		28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB		HY		NA	HY		VGLUT2
Ex_Lhx9_Prok2	300-0-0-0-0-0-0-0-0-17-0-0-1-1-0	neuron		52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB|HY		MB		NA	MB		VGLUT2
Ex_Lhx9_Cav1	300-0-0-0-0-0-0-0-0-17-0-0-1-1-1	neuron		51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB	MB	MB	NA	MB	MB	VGLUT2
Ex_Lhx9_Nps_1	300-0-0-0-0-0-0-0-0-17-0-1-0-0-0	neuron		56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_Lhx9_Nps_2	300-0-0-0-0-0-0-0-0-17-0-1-0-0-1	neuron		16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_Lhx9_Nps_3	300-0-0-0-0-0-0-0-0-17-0-1-0-1	neuron		71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Lhx9_Nps_4	300-0-0-0-0-0-0-0-0-17-0-1-1-0	neuron		66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB|HY|OLF		MB		NA	MB		VGLUT2
Ex_Lhx9_Nps_5	300-0-0-0-0-0-0-0-0-17-0-1-1-1	neuron		47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_Irx4_Slc17a8	300-0-0-0-0-0-0-0-0-17-1	neuron		149	0	0	0	0	0	0	1	1	155	55	31	1	0	MB|P	MB	0.635245901639344	PPN|MB|MRN	PPN	0.651612903225806	MB	MB	MB	MB	244	MB	PPN	VGLUT2_VGLUT3
Ex_Lmx1b_Tll2_1	300-0-0-0-0-0-0-0-0-18-0-0-0-0	neuron		208	0	0	0	0	0	0	0	0	106	10	3	0	0	MB	MB	0.890756302521008	DR|PAG	DR	0.754716981132076	MB	PAG	MB	PAG	119	MB	DR	VGLUT3
Ex_Lmx1b_Tll2_2	300-0-0-0-0-0-0-0-0-18-0-0-0-1	neuron		55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT3
Ex_Lmx1b_Hmx2_1	300-0-0-0-0-0-0-0-0-18-0-0-1-0-0	neuron		42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT3
Ex_Lmx1b_Hmx2_2	300-0-0-0-0-0-0-0-0-18-0-0-1-0-1	neuron		36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT3
Ex_Lmx1b_Hmx2_3	300-0-0-0-0-0-0-0-0-18-0-0-1-1	neuron		78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT3
	300-0-0-0-0-0-0-0-0-18-0-0-2	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
SerEx_Gata3_Fev_1	300-0-0-0-0-0-0-0-0-18-0-0-3	neuron		83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	P		P		NA	P		VGLUT3_SER
	300-0-0-0-0-0-0-0-0-18-0-1-0-0-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-0-0-0-0-0-18-0-1-0-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-0-0-0-0-0-18-0-1-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Gata3_Slc17a8_1	300-0-0-0-0-0-0-0-0-18-0-1-0-1	neuron		95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT3
Ex_Gata3_Slc17a8_2	300-0-0-0-0-0-0-0-0-18-0-1-1	neuron		215	0	0	0	0	0	0	0	0	1	20	4	0	0	P|MY	P	0.8	CS|RPO|P	CS	0.35	MB	PAG	MB	PAG	25	P	CS	VGLUT3
	300-0-0-0-0-0-0-0-0-18-0-1-2	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Gata3_Slc17a8_3	300-0-0-0-0-0-0-0-0-18-1	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	P		P		NA	P		VGLUT3
Ex_Pax2_Erfl_1	300-0-0-0-0-0-0-0-0-19-0-0-0-0-0	neuron		112	0	0	0	0	0	0	0	0	0	4	76	0	0	MY	MY	0.95	IRN|PGRN|PARN|MARN	IRN	0.460526315789474	MY	IRN|PARN	MY	IRN	80	MY	IRN	VGLUT2
Ex_Pax2_Erfl_2	300-0-0-0-0-0-0-0-0-19-0-0-0-0-1	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|MARN|MY|PGRN	MY	IRN	NA	MY	IRN	VGLUT2
Ex_Pax2_Erfl_3	300-0-0-0-0-0-0-0-0-19-0-0-0-1-0	neuron		52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PGRN	MY	IRN	NA	MY	IRN	VGLUT2
Ex_Pax2_Erfl_4	300-0-0-0-0-0-0-0-0-19-0-0-0-1-1	neuron		24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		VGLUT2
Ex_Pax2_Gm11639_1	300-0-0-0-0-0-0-0-0-19-0-0-1-0	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	VGLUT2
Ex_Pax2_Gm11639_2	300-0-0-0-0-0-0-0-0-19-0-0-1-1	neuron		48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	VGLUT2
CholEx_Pax2_Crabp1_1	300-0-0-0-0-0-0-0-0-19-0-1-0	neuron		68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PARN	MY	IRN	NA	MY	IRN	VGLUT2_CHOL
CholEx_Pax2_Crabp1_2	300-0-0-0-0-0-0-0-0-19-0-1-1	neuron		64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	VGLUT2_CHOL
Ex_Pax2_Crabp1	300-0-0-0-0-0-0-0-0-19-1-0-0	neuron		59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	VGLUT2
CholEx_Pax2_Bmp4	300-0-0-0-0-0-0-0-0-19-1-0-1-0	neuron		46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|PARN	MY	IRN	NA	MY	IRN	VGLUT2_CHOL
CholEx_Pax2_Shisal2b	300-0-0-0-0-0-0-0-0-19-1-0-1-1	neuron		34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN	MY	IRN	NA	MY	IRN	VGLUT2_VGLUT3_CHOL
Inh_Pax2_Cyyr1_1	300-0-0-0-0-0-0-0-0-19-1-1-0	neuron		73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IRN|GRN|SPVO	MY	IRN	NA	MY	IRN	GLY
Inh_Pax2_Cyyr1_2	300-0-0-0-0-0-0-0-0-19-1-1-1	neuron		45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	GRN|IRN	MY	GRN	NA	MY	GRN	GLY
Inh_Emx2_Rxfp2	300-0-0-0-0-0-0-0-0-2-0-0	neuron		5540	0	0	0	0	0	0	0	3	337	12	0	7	0	MB	MB	0.938718662952646	SCm|PAG|MB	SCm	0.640949554896142	MB	PAG|SCm|MB	MB	PAG	359	MB	SCm	GABA
Inh_Emx2_Il20ra_1	300-0-0-0-0-0-0-0-0-2-0-1-0-0	neuron		1006	0	0	0	0	0	0	0	1	111	0	0	0	0	MB	MB	0.991071428571429	SCm|PAG|MB	SCm	0.711711711711712	MB	PAG|SCm|MB	MB	PAG	112	MB	SCm	GABA
Inh_Emx2_Il20ra_2	300-0-0-0-0-0-0-0-0-2-0-1-0-1	neuron		316	0	0	0	0	0	0	1	2	113	5	0	1	0	MB	MB	0.926229508196721	SCm|PAG|MB|MRN	SCm	0.575221238938053	MB	SCm|PAG	MB	SCm	122	MB	SCm	GABA
Inh_Emx2_Irx4	300-0-0-0-0-0-0-0-0-2-0-1-1	neuron		324	0	0	0	0	0	0	0	0	32	0	0	0	0	MB	MB	1	SCs|SCm	SCs	0.46875	MB	SCm	MB	SCm	32	MB	SCs	GABA
Inh_Dmbx1_Rubcnl	300-0-0-0-0-0-0-0-0-2-1-0	neuron		951	0	0	0	0	0	0	0	0	35	2	0	0	0	MB	MB	0.945945945945946	SCm|IC|MB	SCm	0.685714285714286	MB	SCm	MB	SCm	37	MB	SCm	GABA
Inh_Dmbx1_Gcnt4	300-0-0-0-0-0-0-0-0-2-1-1	neuron		119	0	0	0	0	0	0	0	0	9	0	0	0	0	MB	MB	1	SCm|PRT	SCm	0.777777777777778	MB	SCm	MB	SCm	9	MB	SCm	GABA
Ex_Foxb1_Nat8f6_1	300-0-0-0-0-0-0-0-0-20-0-0	neuron		489	0	0	0	0	0	0	0	0	1	24	11	1	1	P|MY	P	0.631578947368421	PSV|PRNc	PSV	0.791666666666667	P		P		38	P	PSV	VGLUT2
Ex_Foxb1_Nat8f6_2	300-0-0-0-0-0-0-0-0-20-0-1	neuron		122	0	0	0	0	0	0	0	0	2	12	13	0	0	MY|P	MY	0.481481481481482	SPVO|VNC|IRN|PARN	SPVO	0.307692307692308	P|MY		P		27	MY	SPVO	VGLUT2
Ex_Foxb1_Shoc1	300-0-0-0-0-0-0-0-0-20-1	neuron		150	0	0	0	0	0	0	0	0	0	4	0	0	0	P	P	1	PSV|NLL	PSV	0.75	MY|P		MY		4	P	PSV	VGLUT2
Ex_Foxb1_Arhgef38_1	300-0-0-0-0-0-0-0-0-21-0-0-0	neuron		99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PRT|SCm	MB	MB	NA	MB	MB	VGLUT2
Ex_Foxb1_Plekhg6	300-0-0-0-0-0-0-0-0-21-0-0-1	neuron		62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Foxb1_Arhgef38_2	300-0-0-0-0-0-0-0-0-21-0-1	neuron		108	0	0	0	0	0	0	0	0	76	3	0	0	0	MB	MB	0.962025316455696	SCm|MB	SCm	0.526315789473684	MB	MB|PRT|SCm	MB	MB	79	MB	SCm	VGLUT2
Ex_Foxb1_Arhgef38_3	300-0-0-0-0-0-0-0-0-21-0-2	neuron		80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB	MB	MB	NA	MB	MB	VGLUT2
Ex_Foxb1_Aldh1a3_1	300-0-0-0-0-0-0-0-0-21-1-0	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Foxb1_Aldh1a3_2	300-0-0-0-0-0-0-0-0-21-1-1	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Foxb1_Prkcq	300-0-0-0-0-0-0-0-0-21-1-2	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Foxb1_Arhgef38_4	300-0-0-0-0-0-0-0-0-21-2	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB	MB	MB	NA	MB	MB	VGLUT2
Ex_Foxb1_Arhgef38_5	300-0-0-0-0-0-0-0-0-21-3	neuron		35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			VGLUT2
Inh_Foxp4_Bnc2	300-0-0-0-0-0-0-0-0-22	neuron		555	13	78	0	3	14	51	3	35	2	0	0	0	2	OLF|PAL|HY|STR	OLF	0.388059701492537	AON|TT|PIR|DP	AON	0.384615384615385					201	OLF	AON	GABA
